Age,TotalPurchases,LoyaltyScore,City_Karachi,City_Lahore,City_Peshawar
1.1128817500082018,0.2724453954181129,63.59692008008113,1,0,0
0.37165239739850314,0.3763216327904687,54.89210881855317,0,0,1
-0.666068696255075,1.3804585940565746,69.63768371356987,0,1,0
1.4093734910520812,-0.9922857451989622,41.0413977289535,0,0,1
-1.184929243081864,0.04025995739444777,42.03218275097638,1,0,0
-0.2213310846892558,-0.8997585469828067,38.77289202210304,0,0,0
1.1128817500082018,0.7699959464507676,80.89832252175702,1,0,0
-0.36957695521119555,-0.8084602256179596,38.31895764911491,1,0,0
-0.07308521416731607,-0.13171051491510993,43.60058468982408,1,0,0
-0.9625604372989545,-1.3685389223201256,25.271013341100705,1,0,0
-0.9625604372989545,0.48865543437476994,59.861557433228256,0,0,0
0.001037721093653793,-0.6542000373419629,38.35748547840309,0,0,0
0.8905129442252921,-1.5997123441133017,31.04031416663541,0,0,1
1.1870046852691716,1.183621437226425,79.98864097364599,0,1,0
0.001037721093653793,0.7329850671643054,60.50990843458881,0,0,0
-1.5555439193867133,-1.0898007376939574,26.916602169219296,0,0,0
-0.14720814942828594,-0.5775759513192091,41.073659256961086,0,1,0
-1.6296668546476831,-0.1489870777070327,40.89086221953514,0,0,0
0.001037721093653793,1.5392728553697728,73.3817391109895,1,0,0
1.483496426313051,-0.882698844811703,45.42590849838295,1,0,0
0.445775332659473,-1.617711775641288,32.02350678913886,0,1,0
1.038758814747232,-0.9939483432919087,40.902234239541166,0,0,1
-1.6296668546476831,-0.24794780767415525,45.78521925616703,0,0,1
-0.2213310846892558,1.3691818417739807,71.49741907192698,0,1,0
0.6681441384423826,1.6177041132326857,84.74462362875941,0,1,0
-0.8884375020379846,0.18902634327636025,54.06735415936544,1,0,0
-0.14720814942828594,0.49696842483950265,52.42457133533484,0,0,1
1.483496426313051,0.59882062975088,63.40315594009612,0,0,0
0.07516065635462366,0.9933623858944555,61.62851842714952,1,0,0
0.2234065268765634,-0.6604889953457171,49.11492051713591,0,1,0
1.3352505557911114,0.22625408318364154,62.26310927053777,0,0,1
0.29752946213753323,1.693605330519376,95.17219642834128,0,0,0
-0.5919457609941051,0.6489877200337019,56.21876200671306,0,0,0
-0.666068696255075,0.4860531069249406,56.75795651598518,1,0,0
1.7058652320959606,-1.434609124796349,47.66174976283938,0,0,1
1.483496426313051,-1.3046373260520934,50.639264440795614,0,0,1
-1.5555439193867133,-0.9119027417486771,36.93591788318199,0,1,0
0.9646358794862621,1.4060481473132302,88.1494311529657,0,0,1
-1.259052178342834,-0.39685876730328046,42.298712629057306,0,0,1
-0.2213310846892558,-1.015417544753001,36.87263474600592,1,0,0
-1.110806307820894,-1.6981670659651795,20.46780538083319,0,0,1
1.1128817500082018,1.6494380507458828,84.39207141835733,0,0,0
-0.4436998904721654,0.06931928058420911,46.32620558288846,1,0,0
-1.4814209841257435,-0.4360382527979338,35.011127712945246,1,0,0
0.07516065635462366,1.1768264711074263,71.45147688737536,0,1,0
-0.7401916315160448,-0.5997680215163651,35.04385975336363,0,0,1
-1.110806307820894,1.675533612117783,76.06313723728357,0,1,0
0.1492835916155935,0.06599408439831601,59.13852604285256,0,0,0
-1.6296668546476831,0.9170274473661272,56.93163443145924,1,0,0
-0.2954540199502257,-0.17732353216073032,54.71045040527631,1,0,0
0.29752946213753323,-0.4939400385566373,40.35835442933248,1,0,0
1.7058652320959606,-0.395991324820004,56.22450270360141,0,0,0
-1.259052178342834,0.643566204513224,50.86588839698597,0,0,0
1.483496426313051,-0.2825732201316072,48.24291691463469,0,1,0
-1.184929243081864,1.0025428188424648,60.4957965707865,0,1,0
1.7058652320959606,-1.4237660937553935,39.52246245808358,0,1,0
0.8163900089643223,0.7931277460048065,78.50004871621066,0,0,1
-0.7401916315160448,-1.5969654429162594,23.910058422773886,1,0,0
