Age,TotalPurchases,City_Karachi,City_Lahore,City_Peshawar,City_Quetta
1.1128817500082018,-0.6265091884173519,False,False,False,True
0.37165239739850314,1.049219053357034,False,False,False,False
-0.666068696255075,-0.8592560815175578,False,True,False,False
1.4093734910520812,0.6079738580873923,False,False,True,False
-1.184929243081864,0.8785715236752334,False,False,False,False
-0.2213310846892558,0.3128382295917411,False,False,False,False
1.1128817500082018,-0.11359528286792762,False,False,False,True
-0.36957695521119555,-0.3189201166624324,False,False,False,False
-0.07308521416731607,-0.5353725985869454,False,True,False,False
-0.9625604372989545,1.460501688381223,False,True,False,False
-0.9625604372989545,1.1205245910575492,True,False,False,False
0.001037721093653793,1.5825162444847836,False,True,False,False
0.8905129442252921,-1.3072785210380014,False,False,False,False
1.1870046852691716,0.7776526584642834,False,True,False,False
0.001037721093653793,1.490788337395405,False,False,False,True
-1.5555439193867133,-1.1115760227720983,True,False,False,False
-0.14720814942828594,-1.505954627021959,False,False,False,False
-1.6296668546476831,0.8128953402164476,True,False,False,False
0.001037721093653793,0.24008676109616175,False,False,False,False
1.483496426313051,1.159053949863117,False,False,False,True
0.445775332659473,-1.2540866125998236,True,False,False,False
1.038758814747232,0.9990107402679098,False,False,True,False
-1.6296668546476831,-1.0414759549217472,False,False,False,False
-0.2213310846892558,-1.1719929197600918,False,False,True,False
0.6681441384423826,-1.1698966978682401,True,False,False,False
-0.8884375020379846,1.0653750527199077,False,False,True,False
-0.14720814942828594,0.5519278379664058,False,False,True,False
1.483496426313051,0.06338588905337704,True,False,False,False
0.07516065635462366,-0.5011300059247547,False,False,False,True
0.2234065268765634,1.2806354048438668,False,False,True,False
1.3352505557911114,-0.3855882760013473,False,False,True,False
0.29752946213753323,1.0723345108563127,False,False,False,True
-0.5919457609941051,-0.22510394314521137,False,False,True,False
-0.666068696255075,-0.4388679196524295,False,False,True,False
1.7058652320959606,-0.14417440820178423,False,False,True,False
1.483496426313051,-0.6986087604610443,False,True,False,False
-1.5555439193867133,0.8351987045863649,False,False,False,True
0.9646358794862621,-0.006545000279283045,False,False,True,False
-1.259052178342834,-0.9363464962972818,False,False,False,True
-0.2213310846892558,1.3575404587233875,False,False,False,False
-1.110806307820894,-0.4149900867229218,False,False,False,False
1.1128817500082018,0.13380624795244428,False,False,True,False
-0.4436998904721654,1.381248992649828,False,False,False,True
-1.4814209841257435,0.4111409058760459,False,False,False,True
0.07516065635462366,-1.3327113325405175,False,False,False,True
-0.7401916315160448,1.4959155631308776,False,True,False,False
-1.110806307820894,0.4230683460063189,False,False,False,False
0.1492835916155935,-0.5833656681168333,False,False,False,True
-1.6296668546476831,-1.2558062804017456,False,False,False,True
-0.2954540199502257,0.9947412593488016,False,True,False,False
0.29752946213753323,0.396823951341537,False,True,False,False
1.7058652320959606,0.09911835471689014,False,False,False,True
-1.259052178342834,1.3380100604796916,True,False,False,False
1.483496426313051,0.9760839634507344,False,False,False,True
-1.184929243081864,-1.2131747812488891,False,False,False,True
1.7058652320959606,-0.6630532221407266,False,True,False,False
0.8163900089643223,-0.8804003517527664,False,True,False,False
-0.7401916315160448,0.8226077713246238,False,False,False,True
-0.5178228257331352,-1.6192594293158298,False,False,False,True
0.8905129442252921,0.22433239041521208,False,False,False,True
1.1870046852691716,0.8862394209379559,False,True,False,False
-1.4814209841257435,1.2791405326271674,False,False,False,True
-1.6296668546476831,-0.5586995299322685,False,False,False,True
-1.3331751136038037,1.0883447394469827,False,False,True,False
1.3352505557911114,-1.3542501601341606,True,False,False,False
-1.4814209841257435,1.174946108282636,False,False,False,False
0.37165239739850314,-1.2963087605864037,True,False,False,False
-0.4436998904721654,-0.36894450131552625,False,False,True,False
0.1492835916155935,1.0059816605180232,False,False,False,False
1.483496426313051,-1.2192155774492737,False,False,False,True
0.7422670737033524,-0.9465252126214581,False,False,True,False
-1.0366833725599243,0.7480411043747038,False,False,False,True
0.8905129442252921,0.7404240577432925,False,True,False,False
-0.7401916315160448,0.469263488141956,False,False,True,False
0.5198982679204428,0.6507528672503262,False,True,False,False
-0.666068696255075,0.13095877228756808,False,False,True,False
-1.184929243081864,-0.8690233455477815,False,False,True,False
-0.7401916315160448,-0.5462764814435966,False,True,False,False
-0.07308521416731607,-1.1103226288280672,False,False,False,False
1.1870046852691716,1.3880494132934582,True,False,False,False
-0.2213310846892558,0.27074246382221817,False,False,False,True
-0.5919457609941051,-0.3566937227324422,False,False,True,False
1.557619361574021,-0.14649105023187736,False,False,False,True
-0.4436998904721654,1.5215272256153827,False,True,False,False
1.7058652320959606,-1.207412157933343,False,False,False,True
0.001037721093653793,0.28049749604769364,False,True,False,False
0.1492835916155935,0.004345187739945573,False,False,False,True
0.07516065635462366,0.367199976133483,True,False,False,False
1.557619361574021,-1.6722694997892618,True,False,False,False
1.2611276205301414,1.2631857721913213,True,False,False,False
0.37165239739850314,1.4694011934600537,True,False,False,False
-0.666068696255075,0.20798312534604843,True,False,False,False
1.557619361574021,0.660041610103049,True,False,False,False
